raw_salary,min_monthly,max_monthly,annual_months,total_min,total_max,salary_type,parse_flag
20k-30k·15薪,20.0,30.0,15,300.0,450.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
2k-3k,2.0,3.0,12,24.0,36.0,月薪,预处理|补全前项k|补全后项k|正常解析
50k-100k,50.0,100.0,12,600.0,1200.0,月薪,预处理|补全前项k|补全后项k|正常解析
15k-30k,15.0,30.0,12,180.0,360.0,月薪,预处理|补全前项k|补全后项k|正常解析
8k-13k,8.0,13.0,12,96.0,156.0,月薪,预处理|补全前项k|补全后项k|正常解析
6k-9k,6.0,9.0,12,72.0,108.0,月薪,预处理|补全前项k|补全后项k|正常解析
6k-12k,6.0,12.0,12,72.0,144.0,月薪,预处理|补全前项k|补全后项k|正常解析
4k-8k·13薪,4.0,8.0,13,52.0,104.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
10k-15k,10.0,15.0,12,120.0,180.0,月薪,预处理|补全前项k|补全后项k|正常解析
30k-60k,30.0,60.0,12,360.0,720.0,月薪,预处理|补全前项k|补全后项k|正常解析
10k-20k,10.0,20.0,12,120.0,240.0,月薪,预处理|补全前项k|补全后项k|正常解析
6k-8k·13薪,6.0,8.0,13,78.0,104.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
12k-24k,12.0,24.0,12,144.0,288.0,月薪,预处理|补全前项k|补全后项k|正常解析
15k-30k·14薪,15.0,30.0,14,210.0,420.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
10k-18k,10.0,18.0,12,120.0,216.0,月薪,预处理|补全前项k|补全后项k|正常解析
50k-99k,50.0,99.0,12,600.0,1188.0,月薪,预处理|补全前项k|补全后项k|正常解析
12k-15k,12.0,15.0,12,144.0,180.0,月薪,预处理|补全前项k|补全后项k|正常解析
20k-40k·15薪,20.0,40.0,15,300.0,600.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
15k-25k·15薪,15.0,25.0,15,225.0,375.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
9k-18k,9.0,18.0,12,108.0,216.0,月薪,预处理|补全前项k|补全后项k|正常解析
6k-8k,6.0,8.0,12,72.0,96.0,月薪,预处理|补全前项k|补全后项k|正常解析
15k-25k·16薪,15.0,25.0,16,240.0,400.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
7k-9k,7.0,9.0,12,84.0,108.0,月薪,预处理|补全前项k|补全后项k|正常解析
12k-20k·14薪,12.0,20.0,14,168.0,280.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
25k-45k,25.0,45.0,12,300.0,540.0,月薪,预处理|补全前项k|补全后项k|正常解析
30k-50k·13薪,30.0,50.0,13,390.0,650.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
16k-27k,16.0,27.0,12,192.0,324.0,月薪,预处理|补全前项k|补全后项k|正常解析
100k-200k,100.0,200.0,12,1200.0,2400.0,月薪,预处理|补全前项k|补全后项k|正常解析
2k-4k,2.0,4.0,12,24.0,48.0,月薪,预处理|补全前项k|补全后项k|正常解析
6k-10k,6.0,10.0,12,72.0,120.0,月薪,预处理|补全前项k|补全后项k|正常解析
1k-2k,1.0,2.0,12,12.0,24.0,月薪,预处理|补全前项k|补全后项k|正常解析
5k-7k,5.0,7.0,12,60.0,84.0,月薪,预处理|补全前项k|补全后项k|正常解析
4K-8K,4.0,8.0,12,48.0,96.0,月薪,预处理|补全前项k|补全后项k|正常解析
12k-20k,12.0,20.0,12,144.0,240.0,月薪,预处理|补全前项k|补全后项k|正常解析
10k-12k,10.0,12.0,12,120.0,144.0,月薪,预处理|补全前项k|补全后项k|正常解析
15k-24k,15.0,24.0,12,180.0,288.0,月薪,预处理|补全前项k|补全后项k|正常解析
15k-30k·13薪,15.0,30.0,13,195.0,390.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
12k-15k·14薪,12.0,15.0,14,168.0,210.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
10k-15k·13薪,10.0,15.0,13,130.0,195.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
7k-8k,7.0,8.0,12,84.0,96.0,月薪,预处理|补全前项k|补全后项k|正常解析
4k-6k,4.0,6.0,12,48.0,72.0,月薪,预处理|补全前项k|补全后项k|正常解析
4k-7k,4.0,7.0,12,48.0,84.0,月薪,预处理|补全前项k|补全后项k|正常解析
10k-16k,10.0,16.0,12,120.0,192.0,月薪,预处理|补全前项k|补全后项k|正常解析
15k-20k,15.0,20.0,12,180.0,240.0,月薪,预处理|补全前项k|补全后项k|正常解析
13k-25k,13.0,25.0,12,156.0,300.0,月薪,预处理|补全前项k|补全后项k|正常解析
8k-14k,8.0,14.0,12,96.0,168.0,月薪,预处理|补全前项k|补全后项k|正常解析
8k-10k,8.0,10.0,12,96.0,120.0,月薪,预处理|补全前项k|补全后项k|正常解析
9k-13k,9.0,13.0,12,108.0,156.0,月薪,预处理|补全前项k|补全后项k|正常解析
9k-15k,9.0,15.0,12,108.0,180.0,月薪,预处理|补全前项k|补全后项k|正常解析
7k-13k,7.0,13.0,12,84.0,156.0,月薪,预处理|补全前项k|补全后项k|正常解析
7k-14k,7.0,14.0,12,84.0,168.0,月薪,预处理|补全前项k|补全后项k|正常解析
15k-29k,15.0,29.0,12,180.0,348.0,月薪,预处理|补全前项k|补全后项k|正常解析
8k-15k·15薪,8.0,15.0,15,120.0,225.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
3k-4k,3.0,4.0,12,36.0,48.0,月薪,预处理|补全前项k|补全后项k|正常解析
6k-7k,6.0,7.0,12,72.0,84.0,月薪,预处理|补全前项k|补全后项k|正常解析
3k-5k,3.0,5.0,12,36.0,60.0,月薪,预处理|补全前项k|补全后项k|正常解析
12K-15K,12.0,15.0,12,144.0,180.0,月薪,预处理|补全前项k|补全后项k|正常解析
8k-12k·13薪,8.0,12.0,13,104.0,156.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
12k-17k·13薪,12.0,17.0,13,156.0,221.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
18k-35k·13薪,18.0,35.0,13,234.0,455.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
15k-30k·16薪,15.0,30.0,16,240.0,480.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
8k-16k·13薪,8.0,16.0,13,104.0,208.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
6k-12k·13薪,6.0,12.0,13,78.0,156.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
8k-15k·13薪,8.0,15.0,13,104.0,195.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
5k-8k,5.0,8.0,12,60.0,96.0,月薪,预处理|补全前项k|补全后项k|正常解析
15k-20k·13薪,15.0,20.0,13,195.0,260.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
4k-8k,4.0,8.0,12,48.0,96.0,月薪,预处理|补全前项k|补全后项k|正常解析
8k-16k·16薪,8.0,16.0,16,128.0,256.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
4k-6k·13薪,4.0,6.0,13,52.0,78.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
5k-8k·13薪,5.0,8.0,13,65.0,104.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
5k-6k,5.0,6.0,12,60.0,72.0,月薪,预处理|补全前项k|补全后项k|正常解析
5k-7k·13薪,5.0,7.0,13,65.0,91.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
9k-12k·13薪,9.0,12.0,13,117.0,156.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
2k-4k·13薪,2.0,4.0,13,26.0,52.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
5k-8k·14薪,5.0,8.0,14,70.0,112.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
12k-22k,12.0,22.0,12,144.0,264.0,月薪,预处理|补全前项k|补全后项k|正常解析
4k-5k·13薪,4.0,5.0,13,52.0,65.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
7k-9k·13薪,7.0,9.0,13,91.0,117.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
6k-7k·13薪,6.0,7.0,13,78.0,91.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
7k-10k,7.0,10.0,12,84.0,120.0,月薪,预处理|补全前项k|补全后项k|正常解析
6k-11k,6.0,11.0,12,72.0,132.0,月薪,预处理|补全前项k|补全后项k|正常解析
2k-4k·14薪,2.0,4.0,14,28.0,56.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
7k-12k,7.0,12.0,12,84.0,144.0,月薪,预处理|补全前项k|补全后项k|正常解析
4k-5k,4.0,5.0,12,48.0,60.0,月薪,预处理|补全前项k|补全后项k|正常解析
7k-10k·15薪,7.0,10.0,15,105.0,150.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
7k-11k,7.0,11.0,12,84.0,132.0,月薪,预处理|补全前项k|补全后项k|正常解析
9k-14k·13薪,9.0,14.0,13,117.0,182.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
9k-15k·13薪,9.0,15.0,13,117.0,195.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
7k-10k·13薪,7.0,10.0,13,91.0,130.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
18k-22k·15薪,18.0,22.0,15,270.0,330.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
8k-11k,8.0,11.0,12,96.0,132.0,月薪,预处理|补全前项k|补全后项k|正常解析
7k-12k·13薪,7.0,12.0,13,91.0,156.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
10k-12k·15薪,10.0,12.0,15,150.0,180.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
8k-14k·13薪,8.0,14.0,13,104.0,182.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
10k-15k·15薪,10.0,15.0,15,150.0,225.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
9k-12k·14薪,9.0,12.0,14,126.0,168.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
10k-18k·15薪,10.0,18.0,15,150.0,270.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
18k-36k·14薪,18.0,36.0,14,252.0,504.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
6k-12k·14薪,6.0,12.0,14,84.0,168.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
5k-6k·13薪,5.0,6.0,13,65.0,78.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
9k-17k,9.0,17.0,12,108.0,204.0,月薪,预处理|补全前项k|补全后项k|正常解析
9k-18k·13薪,9.0,18.0,13,117.0,234.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
8k-12k·14薪,8.0,12.0,14,112.0,168.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
2k-3k·13薪,2.0,3.0,13,26.0,39.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
8k-10k·15薪,8.0,10.0,15,120.0,150.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
10k-15k·14薪,10.0,15.0,14,140.0,210.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
8k-16k·14薪,8.0,16.0,14,112.0,224.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
16k-23k,16.0,23.0,12,192.0,276.0,月薪,预处理|补全前项k|补全后项k|正常解析
15k-28k,15.0,28.0,12,180.0,336.0,月薪,预处理|补全前项k|补全后项k|正常解析
13k-18k·15薪,13.0,18.0,15,195.0,270.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
18k-32k,18.0,32.0,12,216.0,384.0,月薪,预处理|补全前项k|补全后项k|正常解析
7k-10k·14薪,7.0,10.0,14,98.0,140.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
3k-6k·13薪,3.0,6.0,13,39.0,78.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
8k-15k·14薪,8.0,15.0,14,112.0,210.0,月薪,预处理|补全前项k|补全后项k|提取k后薪数|正常解析
